Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown
AMARANTHACEAE,Atriplex lindleyi subsp. inflata,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 12/12; 16°C,NA,"RBG Kew, Wakehurst Place.",90,50
AMARANTHACEAE,Atriplex nessorhina,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 82 days,NA,"RBG Kew, Wakehurst Place.",50,14
AMARANTHACEAE,Atriplex nummularia,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",70,20
AMARANTHACEAE,Atriplex nummularia,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 35 days,NA,"RBG Kew, Wakehurst Place.",75,20
AMARANTHACEAE,Atriplex nummularia,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",84,19
AMARANTHACEAE,Atriplex nummularia subsp. omissa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed with scalpel. de-husked),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 72 days,NA,"RBG Kew, Wakehurst Place.",97,34
AMARANTHACEAE,Atriplex papillata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Atriplex papillata,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",79,19
AMARANTHACEAE,Atriplex papillata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",95,19
AMARANTHACEAE,Atriplex quinii,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",90,20
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 5°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,19
AMARANTHACEAE,Atriplex semibaccata,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Atriplex semibaccata,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 5°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,50
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",58,36
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",82,45
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",88,16
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",95,19
AMARANTHACEAE,Atriplex semibaccata,NA,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 63 days,NA,"RBG Kew, Wakehurst Place.",98,46
AMARANTHACEAE,Atriplex spongiosa,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",100,47
AMARANTHACEAE,Atriplex sturtii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",69,16
AMARANTHACEAE,Atriplex sturtii,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",78,18
AMARANTHACEAE,Atriplex sturtii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,19
AMARANTHACEAE,Atriplex vesicaria,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,18
AMARANTHACEAE,Atriplex vesicaria,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",100,18
AMARANTHACEAE,Atriplex vesicaria,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Atriplex vesicaria,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",75,20
AMARANTHACEAE,Atriplex vesicaria,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",88,16
AMARANTHACEAE,Atriplex vesicaria subsp. macrocystidia,pre-sowing: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 16°C,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Chenopodium auricomum,NA,germination medium: 1% agar,germination conditions: light 12/12; 23/9°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",98,50
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 35°C; 84 days,NA,"RBG Kew, Wakehurst Place.",53,19
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,NA,"RBG Kew, Wakehurst Place.",55,20
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 30°C; 84 days,NA,"RBG Kew, Wakehurst Place.",58,19
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 35°C; 84 days,NA,"RBG Kew, Wakehurst Place.",59,17
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 35/20°C (Therm 8/16); 84 days,NA,"RBG Kew, Wakehurst Place.",59,17
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",67,15
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 84 days,NA,"RBG Kew, Wakehurst Place.",67,18
AMARANTHACEAE,Deeringia amaranthoides,NA,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 30°C; 84 days,NA,"RBG Kew, Wakehurst Place.",68,19
AMARANTHACEAE,Deeringia amaranthoides,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",79,19
AMARANTHACEAE,Dissocarpus biflorus,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dissocarpus biflorus,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20
AMARANTHACEAE,Dissocarpus biflorus,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",95,20
AMARANTHACEAE,Dissocarpus paradoxus,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",65,20
AMARANTHACEAE,Dissocarpus paradoxus,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",89,18
AMARANTHACEAE,Dysphania cristata,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania cristata,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",58,19
AMARANTHACEAE,Dysphania cristata,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",88,43
AMARANTHACEAE,Dysphania cristata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",95,20
AMARANTHACEAE,Dysphania glomulifera,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 6 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania glomulifera,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 12 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania glomulifera,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 20°C; 6 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania glomulifera,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 6 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania glomulifera,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 104 days,NA,"RBG Kew, Wakehurst Place.",72,50
AMARANTHACEAE,Dysphania glomulifera,NA,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",75,20
AMARANTHACEAE,Dysphania glomulifera,NA,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 104 days,NA,"RBG Kew, Wakehurst Place.",78,50
AMARANTHACEAE,Dysphania glomulifera,NA,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 25/15°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",89,19
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",100,49
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",74,50
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 23/9°C (Therm 12/12),NA,"RBG Kew, Wakehurst Place.",89,19
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",92,49
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",96,50
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 15°C; 105 days,NA,"RBG Kew, Wakehurst Place.",96,50
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",96,50
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 105 days,NA,"RBG Kew, Wakehurst Place.",98,49
AMARANTHACEAE,Dysphania kalpari,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",98,50
AMARANTHACEAE,Dysphania melanocarpa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania melanocarpa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",100,20
AMARANTHACEAE,Dysphania melanocarpa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",62,21
AMARANTHACEAE,Dysphania melanocarpa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,20
AMARANTHACEAE,Dysphania rhadinostachya,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 30°C; 134 days,NA,"RBG Kew, Wakehurst Place.",100,48
AMARANTHACEAE,Dysphania rhadinostachya,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 40/20°C (Therm 12/12); 3 days,NA,"RBG Kew, Wakehurst Place.",100,50
AMARANTHACEAE,Dysphania rhadinostachya,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 30°C; 5 days,NA,"RBG Kew, Wakehurst Place.",100,50
AMARANTHACEAE,Dysphania rhadinostachya,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 134 days,NA,"RBG Kew, Wakehurst Place.",72,50
AMARANTHACEAE,Dysphania rhadinostachya,NA,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 30°C; 134 days,NA,"RBG Kew, Wakehurst Place.",82,49
