sample,tree,taxon,date_time,locality,locality_consistent,collector,longitude (deg),latitude (deg),elevation (m),height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes,omit,max_height_m,notes
CAM_GMOR9_1_height,CAM_GMOR9_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T03:15:37Z,GMOR9,GMOR9,L.J. Pollock,142.4125,-37.1803,246,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GMOR10_1_height,CAM_GMOR10_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T03:34:53Z,GMOR10,GMOR10,L.J. Pollock,142.4122,-37.1798,252,22.2122503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GNLS1_1_height,SAB_GNLS1_1_height,Eucalyptus sabulosa,2008-05-06T04:50:32Z,GNLS1,GNLS1,L.J. Pollock,142.4276,-37.2089,206,17.38573476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS2_1_height,CAM_GNLS2_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T05:05:45Z,GNLS2,GNLS2,L.J. Pollock,142.4266,-37.2094,249,17.38573476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GNLS3_1_height,SAB_GNLS3_1_height,Eucalyptus sabulosa,2008-05-06T05:32:14Z,GNLS3,GNLS3,L.J. Pollock,142.4267,-37.2097,218,11.7192844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS4_1_height,CAM_GNLS4_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T06:13:55Z,GNLS4,GNLS4,L.J. Pollock,142.4261,-37.2092,245,23.00736814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS5_1_height,CAM_GNLS5_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T06:22:12Z,GNLS5,GNLS5,L.J. Pollock,142.4246,-37.2089,253,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS6_1_height,CAM_GNLS6_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T06:36:43Z,GNLS6,GNLS6,L.J. Pollock,142.4241,-37.2089,240,21.4473742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS7_1_height,CAM_GNLS7_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T06:42:51Z,GNLS7,GNLS7,L.J. Pollock,142.4237,-37.209,247,16.78199262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GNLS8_1_height,CAM_GNLS8_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-06T06:51:21Z,GNLS8,GNLS8,L.J. Pollock,142.4232,-37.2086,239,13.49017034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GVVG1_1_height,SAB_GVVG1_1_height,Eucalyptus sabulosa,2008-05-06T23:58:52Z,GVVG1,GVVG1,L.J. Pollock,142.4237,-37.2572,216,15.62571253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GVVG2_1_height,SAB_GVVG2_1_height,Eucalyptus sabulosa,2008-05-07T00:05:44Z,GVVG2,GVVG2,L.J. Pollock,142.4231,-37.2574,233,14.53085056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_VVG3_1_height,SAB_VVG3_1_height,Eucalyptus sabulosa,2008-05-07T00:19:36Z,VVG3,VVG3,L.J. Pollock,142.4223,-37.2581,230,7.535540501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_VVG4_1_height,SAB_VVG4_1_height,Eucalyptus sabulosa,2008-05-07T00:35:44Z,VVG4,VVG4,L.J. Pollock,142.4211,-37.2586,228,9.326153163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GVV5_1_height,CAM_GVV5_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-07T00:54:23Z,GVV5,GVV5,L.J. Pollock,142.4205,-37.259,229,13.49017034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
CAM_GVVG6_1_height,CAM_GVVG6_1_height,Eucalyptus camaldulensis subsp. camaldulensis,2008-05-07T01:03:54Z,GVVG6,GVVG6,L.J. Pollock,142.4197,-37.2592,230,25.59883264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GVVG7_1_height,SAB_GVVG7_1_height,Eucalyptus sabulosa,2008-05-07T01:16:03Z,GVVG7,GVVG7,L.J. Pollock,142.4186,-37.2591,228,12.49738704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OVA_GHOR1_1_height,OVA_GHOR1_1_height,Eucalyptus ovata var. ovata,2008-05-07T02:26:48Z,GHOR1,GHOR1,L.J. Pollock,142.4607,-37.2531,259,21.4473742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_GHOR2_1_height,OBL_GHOR2_1_height,Eucalyptus obliqua,2008-05-07T02:41:38Z,GHOR2,GHOR2,L.J. Pollock,142.4604,-37.2533,254,19.3137755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_GHOR3_1_height,OBL_GHOR3_1_height,Eucalyptus obliqua,NA,GHOR3,GHOR3,L.J. Pollock,142.4604,-37.2533,249,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_GHOR4_1_height,OBL_GHOR4_1_height,Eucalyptus obliqua,2008-05-07T03:22:46Z,GHOR4,GHOR4,L.J. Pollock,142.4593,-37.2536,246,17.38573476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OVA_GHOR5_1_height,OVA_GHOR5_1_height,Eucalyptus ovata var. ovata,2008-05-07T04:05:25Z,GHOR5,GHOR5,L.J. Pollock,142.46190000000001,-37.2536,241,18.00808089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OVA_GHOR6_1_height,OVA_GHOR6_1_height,Eucalyptus ovata var. ovata,2008-05-07T04:21:21Z,GHOR6,GHOR6,L.J. Pollock,142.46190000000001,-37.254,256,9.004040443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OVA_GHOR7_1_height,OVA_GHOR7_1_height,Eucalyptus ovata var. ovata,2008-05-07T04:32:34Z,GHOR7,GHOR7,L.J. Pollock,142.462,-37.2543,250,19.3137755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GHOR8_1_height,SAB_GHOR8_1_height,Eucalyptus sabulosa,2008-05-07T04:47:40Z,GHOR8,GHOR8,L.J. Pollock,142.4621,-37.2547,242,7.535540501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GHOR9_1_height,SAB_GHOR9_1_height,Eucalyptus sabulosa,2008-05-07T04:59:25Z,GHOR9,GHOR9,L.J. Pollock,142.4624,-37.2537,250,24.69794313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OVA_GHOR10_1_height,OVA_GHOR10_1_height,Eucalyptus ovata var. ovata,2008-05-07T05:11:57Z,GHOR10,GHOR10,L.J. Pollock,142.4627,-37.2535,250,20.71060628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
OBL_GHOR11_1_height,OBL_GHOR11_1_height,Eucalyptus obliqua,2008-05-07T05:25:30Z,GHOR11,GHOR11,L.J. Pollock,142.4632,-37.2537,252,14.53085056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GHOR12_1_height,SAB_GHOR12_1_height,Eucalyptus sabulosa,2008-05-07T05:45:16Z,GHOR12,GHOR12,L.J. Pollock,142.4637,-37.2536,264,10.11762775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT1_1_height,WIL_GMNT1_1_height,Eucalyptus falciformis,2008-05-07T23:51:26Z,GMNT1,GMNT1,L.J. Pollock,142.5191,-37.3285,369,7.002075382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT2_1_height,WIL_GMNT2_1_height,Eucalyptus falciformis,2008-05-08T00:05:17Z,GMNT2,GMNT2,L.J. Pollock,142.5195,-37.3286,379,6.745085168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT3_1_height,WIL_GMNT3_1_height,Eucalyptus falciformis,2008-05-08T00:14:47Z,GMNT3,GMNT3,L.J. Pollock,142.5199,-37.3288,376,4.877325886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT4_1_height,WIL_GMNT4_1_height,Eucalyptus falciformis,2008-05-08T00:18:15Z,GMNT4,GMNT4,L.J. Pollock,142.5204,-37.329,379,5.095254495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT5_1_height,RAD_GMNT5_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T00:29:37Z,GMNT5,GMNT5,L.J. Pollock,142.5208,-37.3292,372,5.543090515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT6_1_height,WIL_GMNT6_1_height,Eucalyptus falciformis,2008-05-08T00:40:54Z,GMNT6,GMNT6,L.J. Pollock,142.5213,-37.3293,375,3.639702343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT7_1_height,WIL_GMNT7_1_height,Eucalyptus falciformis,2008-05-08T00:55:57Z,GMNT7,GMNT7,L.J. Pollock,142.5216,-37.3296,383,2.679491924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT8_1_height,WIL_GMNT8_1_height,Eucalyptus falciformis,2008-05-08T01:04:18Z,GMNT8,GMNT8,L.J. Pollock,142.5219,-37.3298,377,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT9_1_height,RAD_GMNT9_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T01:11:03Z,GMNT9,GMNT9,L.J. Pollock,142.5224,-37.3299,382,5.095254495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT10_1_height,RAD_GMNT10_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T01:33:35Z,GMNT10,GMNT10,L.J. Pollock,142.5227,-37.3299,382,7.26542528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMT11_1_height,WIL_GMT11_1_height,Eucalyptus falciformis,2008-05-08T01:52:07Z,GMT11,GMT11,L.J. Pollock,142.523,-37.33,387,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT12_1_height,WIL_GMNT12_1_height,Eucalyptus falciformis,2008-05-08T02:19:42Z,GMNT12,GMNT12,L.J. Pollock,142.5233,-37.3302,387,12.79941632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT13_1_height,WIL_GMNT13_1_height,Eucalyptus falciformis,2008-05-08T02:40:20Z,GMNT13,GMNT13,L.J. Pollock,142.5237,-37.3303,391,12.79941632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT14_1_height,WIL_GMNT14_1_height,Eucalyptus falciformis,2008-05-08T02:57:17Z,GMNT14,GMNT14,L.J. Pollock,142.5242,-37.3304,403,12.79941632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT15_1_height,WIL_GMNT15_1_height,Eucalyptus falciformis,2008-05-08T03:11:35Z,GMNT15,GMNT15,L.J. Pollock,142.5247,-37.3307,393,11.10612515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT16_1_height,RAD_GMNT16_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T04:43:59Z,GMNT16,GMNT16,L.J. Pollock,142.5183,-37.3281,371,5.543090515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT17_1_height,RAD_GMNT17_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T04:56:08Z,GMNT17,GMNT17,L.J. Pollock,142.518,-37.328,364,7.812856265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT18_1_height,RAD_GMNT18_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T05:10:47Z,GMNT18,GMNT18,L.J. Pollock,142.5177,-37.3279,366,6.494075932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT19_1_height,WIL_GMNT19_1_height,Eucalyptus falciformis,NA,GMNT19,GMNT19,L.J. Pollock,142.5177,-37.3279,367,10.7236871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RAD_GMNT20_1_height,RAD_GMNT20_1_height,Eucalyptus radiata subsp. radiata,2008-05-08T05:52:15Z,GMNT20,GMNT20,L.J. Pollock,142.5169,-37.3276,370,14.00415076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
WIL_GMNT21_1_height,WIL_GMNT21_1_height,Eucalyptus falciformis,2008-05-08T06:10:58Z,GMNT21,GMNT21,L.J. Pollock,142.5166,-37.3273,366,9.012909285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
BAX_GMNT22_1_height,BAX_GMNT22_1_height,Eucalyptus baxteri,NA,GMNT22,GMNT22,L.J. Pollock,142.5166,-37.3273,370,16.65918772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_GRUB1_1_height,RUB_GRUB1_1_height,Eucalyptus rubida subsp. rubida,2008-05-08T23:33:22Z,GRUB1,GRUB1,L.J. Pollock,142.5417,-37.1973,350,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_GRUB2_1_height,RUB_GRUB2_1_height,Eucalyptus rubida subsp. rubida,2008-05-08T23:42:26Z,GRUB2,GRUB2,L.J. Pollock,142.5413,-37.1976,295,5.543090515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_GRUB3_1_height,RUB_GRUB3_1_height,Eucalyptus rubida subsp. rubida,2008-05-08T23:54:31Z,GRUB3,GRUB3,L.J. Pollock,142.541,-37.1979,300,13.49017034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
RUB_GRUB4_1_height,RUB_GRUB4_1_height,Eucalyptus rubida subsp. rubida,NA,GRUB4,GRUB4,L.J. Pollock,142.541,-37.1979,170,21.4473742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
VIMvim_GRUB5_1_height,VIMvim_GRUB5_1_height,Eucalyptus viminalis subsp. viminalis,2008-05-09T00:26:42Z,GRUB5,GRUB5,L.J. Pollock,142.541,-37.1979,143,7.535540501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GGOR1_1_height,GON_GGOR1_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T00:58:50Z,GGOR1,GGOR1,L.J. Pollock,142.4257,-36.926,289,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GGOR2_1_height,GON_GGOR2_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T01:44:06Z,GGOR2,GGOR2,L.J. Pollock,142.4263,-36.9261,297,7.450208207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_GGOR3_1_height,ARE_GGOR3_1_height,Eucalyptus arenacea,2008-06-11T02:37:16Z,GGOR3,GGOR3,L.J. Pollock,142.4262,-36.9256,289,7.101408311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_GGOR4_1_height,ARE_GGOR4_1_height,Eucalyptus arenacea,2008-06-11T03:00:17Z,GGOR4,GGOR4,L.J. Pollock,142.4266,-36.9254,258,9.347770635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_GGOR5_1_height,ARE_GGOR5_1_height,Eucalyptus arenacea,2008-06-11T03:25:02Z,GGOR5,GGOR5,L.J. Pollock,142.4272,-36.925,247,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GGOR6_1_height,GON_GGOR6_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T03:42:22Z,GGOR6,GGOR6,L.J. Pollock,142.4277,-36.9246,233,6.494075932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GGOR7_1_height,GON_GGOR7_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T03:55:00Z,GGOR7,GGOR7,L.J. Pollock,142.4277,-36.9246,207,9.032677243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_GROC1_1_height,ARE_GROC1_1_height,Eucalyptus arenacea,2008-06-11T06:22:56Z,GROC1,GROC1,L.J. Pollock,142.4855,-37.014,431,7.64946491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GROC2_1_height,ALA_GROC2_1_height,Eucalyptus alaticaulis,2008-06-11T06:31:36Z,GROC2,GROC2,L.J. Pollock,142.4852,-37.0137,417,5.123928686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GROC3_1_height,GON_GROC3_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T06:52:08Z,GROC3,GROC3,L.J. Pollock,142.4852,-37.0134,398,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GON_GROC4_1_height,GON_GROC4_1_height,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),2008-06-11T07:11:00Z,GROC4,GROC4,L.J. Pollock,142.4858,-37.0134,379,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ARE_GROC5_1_height,ARE_GROC5_1_height,Eucalyptus arenacea,2008-06-11T07:22:30Z,GROC5,GROC5,L.J. Pollock,142.4859,-37.0132,357,7.975641475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH1_1_height,MEL_GENH1_1_height,Eucalyptus melliodora,2008-06-11T23:24:28Z,GENH1,GENH1,L.J. Pollock,142.4859,-37.0132,272,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH2_1_height,MEL_GENH2_1_height,Eucalyptus melliodora,2008-06-11T23:41:17Z,GENH2,GENH2,L.J. Pollock,142.4346,-37.2136,260,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GENH3_1_height,SAB_GENH3_1_height,Eucalyptus sabulosa,2008-06-11T23:51:10Z,GENH3,GENH3,L.J. Pollock,142.4341,-37.2136,258,6.448915789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH4_1_height,MEL_GENH4_1_height,Eucalyptus melliodora,2008-06-12T00:00:39Z,GENH4,GENH4,L.J. Pollock,142.4338,-37.2138,251,5.350362444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GENH5_1_height,SAB_GENH5_1_height,Eucalyptus sabulosa,2008-06-12T00:22:35Z,GENH5,GENH5,L.J. Pollock,142.4338,-37.2138,260,3.376159825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH6_1_height,MEL_GENH6_1_height,Eucalyptus melliodora,2008-06-12T00:44:05Z,GENH6,GENH6,L.J. Pollock,142.4329,-37.214,243,7.082339427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH7_1_height,MEL_GENH7_1_height,Eucalyptus melliodora,2008-06-12T01:08:27Z,GENH7,GENH7,L.J. Pollock,142.4321,-37.2145,250,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GENH8_1_height,SAB_GENH8_1_height,Eucalyptus sabulosa,2008-06-12T01:24:00Z,GENH8,GENH8,L.J. Pollock,142.4315,-37.2149,247,6.108630322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH9_1_height,MEL_GENH9_1_height,Eucalyptus melliodora,2008-06-12T01:40:08Z,GENH9,GENH9,L.J. Pollock,142.4311,-37.2154,241,4.682855541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GENH10_1_height,SAB_GENH10_1_height,Eucalyptus sabulosa,2008-06-12T01:51:46Z,GENH10,GENH10,L.J. Pollock,142.4308,-37.2161,239,4.897515538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
MEL_GENH11_1_height,MEL_GENH11_1_height,Eucalyptus melliodora,2008-06-12T02:05:10Z,GENH11,GENH11,L.J. Pollock,142.4306,-37.2164,242,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GENH12_1_height,ALA_GENH12_1_height,Eucalyptus alaticaulis,2008-06-12T02:23:54Z,GENH12,GENH12,L.J. Pollock,142.4307,-37.2173,239,5.155074179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN1_1_height,SAB_GLEN1_1_height,Eucalyptus sabulosa,2008-06-12T05:16:52Z,GLEN1,GLEN1,L.J. Pollock,142.4053,-37.2319,222,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN2_1_height,SAB_GLEN2_1_height,Eucalyptus sabulosa,2008-06-12T05:29:38Z,GLEN2,GLEN2,L.J. Pollock,142.4058,-37.232,222,8.390996312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN3_1_height,SAB_GLEN3_1_height,Eucalyptus sabulosa,2008-06-12T05:32:16Z,GLEN3,GLEN3,L.J. Pollock,142.4066,-37.2322,225,14.49429604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN4_1_height,SAB_GLEN4_1_height,Eucalyptus sabulosa,2008-06-12T05:44:57Z,GLEN4,GLEN4,L.J. Pollock,142.4075,-37.2324,221,13.86622228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN5_1_height,SAB_GLEN5_1_height,Eucalyptus sabulosa,2008-06-12T05:58:36Z,GLEN5,GLEN5,L.J. Pollock,142.4083,-37.2324,218,6.666432726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SAB_GLEN6_1_height,SAB_GLEN6_1_height,Eucalyptus sabulosa,2008-06-12T06:10:00Z,GLEN6,GLEN6,L.J. Pollock,142.4083,-37.2324,218,21.05201529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GHUM1_1_height,ALA_GHUM1_1_height,Eucalyptus alaticaulis,2008-06-13T01:41:36Z,GHUM1,GHUM1,L.J. Pollock,142.3772,-37.3102,378,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GHUM2_1_height,ALA_GHUM2_1_height,Eucalyptus alaticaulis,2008-06-13T01:54:14Z,GHUM2,GHUM2,L.J. Pollock,142.3766,-37.31,374,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GHUM3_1_height,ALA_GHUM3_1_height,Eucalyptus alaticaulis,2008-06-14T02:00:00Z,GHUM3,GHUM3,L.J. Pollock,142.3766,-37.31,360,11.97850242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ALA_GHUM4_1_height,ALA_GHUM4_1_height,Eucalyptus alaticaulis,2008-06-13T02:22:04Z,GHUM4,GHUM4,L.J. Pollock,142.3756,-37.3096,345,4.436572399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
